CPF/CNPJ;;CNPJ OPTANTE
75.551.994/0001-33;;
75.549.667/0001-47;;
75.487.710/0001-97;;
75.461.863/0001-65;;
75.457.267/0001-01;;
75.450.585/0001-40;;
75.413.526/0001-00;;
75.404.210/0001-44;;
75.402.024/0001-76;;
75.400.465/0001-39;;
75.372.631/0001-30;;
75.367.227/0001-79;;
75.365.726/0001-27;;
75.359.752/0001-42;;
75.346.015/0001-05;;
75.301.531/0001-13;;
75.285.577/0004-39;;
75.279.364/0001-51;;
74.725.862/0001-18;;
74.156.134/0001-32;;
74.103.839/0001-91;;
74.088.618/0001-91;;
73.932.279/0001-15;;
73.931.651/0005-00;;
73.898.082/0001-07;;
73.820.045/0001-86;;
73.742.231/0001-44;;
73.676.215/0001-09;;
73.616.872/0001-52;;
73.556.672/0001-51;;
73.549.990/0001-95;;
73.485.112/0001-53;;
73.351.538/0001-14;;
73.331.498/0001-49;;
73.265.589/0001-23;;
73.263.568/0001-79;;
73.254.120/0001-99;;
73.215.915/0001-98;;
72.554.504/0001-64;;
72.538.200/0001-03;;
72.482.714/0001-94;;
72.432.545/0001-88;;
72.359.862/0001-16;;
72.135.817/0001-88;;
71.532.188/0001-67;;
69.281.566/0001-35;;
64.052.897/0010-70;;
63.047.302/0001-35;;
61.405.858/0015-26;;
61.104.717/0027-07;;
60.829.447/0001-08;;
50.747.732/0028-38;;
50.747.732/0027-57;;
48.267.546/0004-82;;
43.337.736/0001-62;;
42.899.837/0001-64;;
42.466.946/0002-79;;
42.128.765/0001-51;;
42.115.068/0001-66;;
41.475.860/0001-69;;
40.961.233/0001-75;;
40.714.261/0001-98;;
40.592.185/0001-95;;
40.022.231/0001-10;;
39.778.224/0001-64;;
39.768.273/0001-16;;
39.671.040/0001-09;;
39.147.078/0001-79;;
38.561.599/0001-05;;
38.454.672/0001-40;;
38.443.261/0001-59;;
38.347.447/0001-04;;
38.095.979/0001-00;;
38.060.722/0001-04;;
37.918.011/0001-65;;
37.832.741/0001-49;;
37.201.859/0001-79;;
37.109.958/0001-25;;
37.029.078/0001-49;;
37.009.720/0001-28;;
36.893.973/0001-44;;
36.841.394/0001-58;;
36.717.712/0001-73;;
36.531.468/0001-50;;
36.530.016/0001-53;;
36.108.141/0001-70;;
35.904.703/0001-29;;
35.194.144/0001-00;;
35.068.686/0001-37;;
35.001.371/0001-72;;
34.931.900/0001-74;;
34.866.536/0001-06;;
34.866.017/0001-48;;
34.762.303/0001-63;;
34.720.267/0001-75;;
34.562.677/0001-35;;
34.398.075/0001-94;;
34.395.227/0001-03;;
34.366.742/0001-57;;
34.169.168/0001-47;;
34.104.390/0001-61;;
34.043.374/0001-06;;
34.028.530/0018-08;;
34.017.549/0001-00;;
33.953.749/0001-02;;
33.888.439/0001-51;;
33.639.865/0014-76;;
33.639.865/0011-23;;
33.627.092/0026-41;;
33.618.323/0025-70;;
33.595.980/0001-71;;
33.546.721/0001-50;;
33.492.349/0001-47;;
33.449.250/0001-62;;
33.437.435/0033-34;;
33.261.924/0001-09;;
33.181.783/0001-06;;
33.170.258/0001-95;;
33.111.150/0001-21;;
33.079.420/0001-64;;
33.057.468/0001-71;;
33.055.204/0001-89;;
32.980.959/0001-27;;
32.946.411/0001-60;;
32.943.674/0001-16;;
32.906.160/0001-90;;
32.838.031/0001-02;;
32.831.809/0001-51;;
32.692.507/0001-40;;
32.543.740/0001-60;;
32.541.621/0001-79;;
32.450.247/0001-04;;
32.431.471/0001-40;;
32.425.015/0001-98;;
32.256.239/0001-13;;
32.206.154/0001-20;;
32.114.678/0001-91;;
31.882.635/0001-93;;
31.842.093/0001-25;;
31.653.877/0001-05;;
31.612.715/0001-29;;
31.575.169/0001-01;;
31.574.730/0001-20;;
31.540.631/0001-27;;
31.463.579/0001-52;;
31.410.752/0001-54;;
31.393.871/0001-46;;
31.280.347/0001-69;;
31.162.430/0001-33;;
30.974.955/0001-00;;
30.914.300/0001-47;;
30.887.766/0001-09;;
30.872.643/0001-96;;
30.865.622/0001-43;;
30.844.101/0001-00;;
30.810.916/0001-78;;
30.760.917/0001-55;;
30.683.857/0001-14;;
30.676.360/0001-79;;
30.657.573/0001-53;;
30.612.561/0001-02;;
30.593.589/0001-40;;
30.550.997/0001-14;;
30.547.098/0001-62;;
30.527.905/0001-85;;
30.527.897/0001-77;;
30.500.834/0001-27;;
30.496.081/0001-23;;
30.463.387/0001-83;;
30.455.064/0001-48;;
30.359.437/0001-87;;
30.359.184/0001-41;;
30.332.343/0001-14;;
30.323.005/0001-16;;
30.288.275/0001-33;;
30.221.536/0001-06;;
30.209.132/0001-99;;
29.911.764/0001-10;;
29.909.539/0001-40;;
29.872.817/0001-31;;
29.845.207/0001-49;;
29.710.842/0001-19;;
29.654.434/0001-97;;
29.641.034/0001-47;;
29.276.977/0001-18;;
29.237.063/0001-48;;
29.174.102/0001-05;;
29.132.391/0001-80;;
29.130.771/0001-85;;
29.123.871/0001-84;;
29.123.196/0001-93;;
29.102.125/0001-04;;
29.063.130/0001-55;;
29.030.372/0001-42;;
28.985.325/0001-90;;
28.975.031/0001-87;;
28.954.900/0001-97;;
28.837.293/0001-85;;
28.792.616/0001-61;;
28.771.971/0001-54;;
28.750.565/0001-05;;
28.709.373/0001-55;;
28.667.167/0001-20;;
28.612.397/0001-91;;
28.534.697/0001-08;;
28.484.832/0001-40;;
28.456.930/0001-73;;
28.455.868/0001-03;;
28.347.903/0001-62;;
28.315.375/0001-60;;
28.232.451/0001-73;;
28.125.629/0001-87;;
28.072.263/0001-25;;
28.020.545/0001-89;;
27.998.860/0001-12;;
27.687.103/0001-28;;
27.674.246/0001-03;;
27.669.418/0001-42;;
27.666.061/0001-49;;
27.654.697/0001-70;;
27.606.263/0001-03;;
27.606.141/0001-09;;
27.559.157/0001-08;;
27.529.200/0001-92;;
27.444.681/0001-33;;
27.437.179/0001-03;;
27.355.278/0001-38;;
27.274.915/0001-41;;
27.271.018/0001-84;;
27.256.820/0001-03;;
27.256.745/0001-72;;
27.242.827/0001-68;;
27.203.419/0001-05;;
27.117.172/0001-04;;
27.097.548/0001-58;;
27.084.944/0001-40;;
27.064.118/0001-30;;
27.062.883/0001-10;;
27.053.562/0001-50;;
27.041.809/0001-18;;
27.004.941/0001-50;;
26.876.547/0001-49;;
26.748.965/0001-50;;
26.748.933/0001-55;;
26.690.002/0001-43;;
26.678.629/0001-89;;
26.659.124/0001-77;;
26.642.424/0001-43;;
26.626.757/0001-89;;
26.565.433/0001-88;;
26.509.915/0001-10;;
26.465.319/0001-86;;
26.454.299/0001-48;;
26.356.155/0001-59;;
26.300.056/0001-55;;
26.250.072/0001-80;;
26.195.183/0001-31;;
26.145.263/0001-82;;
26.135.019/0001-39;;
26.127.671/0001-01;;
26.118.746/0001-98;;
26.092.354/0001-05;;
26.062.223/0001-77;;
26.031.076/0001-78;;
26.016.316/0001-65;;
25.363.223/0001-44;;
25.321.257/0001-76;;
25.299.177/0001-61;;
25.242.111/0001-35;;
25.239.739/0001-81;;
25.210.078/0001-61;;
25.207.066/0001-88;;
25.178.600/0001-75;;
25.156.658/0001-18;;
25.131.149/0001-30;;
25.118.296/0001-70;;
25.064.500/0001-18;;
25.036.597/0001-55;;
24.995.515/0001-37;;
24.990.903/0001-25;;
24.979.649/0001-64;;
24.968.747/0001-04;;
24.965.705/0001-01;;
24.951.938/0001-55;;
24.912.713/0001-90;;
24.897.320/0001-54;;
24.847.078/0001-04;;
24.846.764/0001-60;;
24.827.336/0001-90;;
24.771.150/0001-67;;
24.767.744/0001-02;;
24.738.069/0001-85;;
24.726.381/0001-59;;
24.716.341/0001-26;;
24.664.890/0001-02;;
24.639.451/0001-31;;
24.618.497/0001-74;;
24.615.693/0001-95;;
24.603.453/0001-70;;
24.588.723/0001-11;;
24.568.229/0001-95;;
24.557.009/0001-66;;
24.556.231/0001-44;;
24.544.000/0001-10;;
24.537.971/0001-33;;
24.526.897/0001-50;;
24.512.826/0001-06;;
24.501.191/0001-33;;
24.439.032/0001-56;;
24.400.854/0001-23;;
24.379.407/0001-30;;
24.353.595/0001-27;;
24.353.008/0001-08;;
24.324.318/0001-96;;
24.323.816/0001-14;;
24.245.427/0001-18;;
24.245.066/0001-00;;
24.197.134/0001-02;;
24.131.205/0001-74;;
23.976.093/0001-90;;
23.956.421/0001-96;;
23.937.211/0001-50;;
23.854.051/0001-86;;
23.846.620/0001-41;;
23.844.883/0001-11;;
23.838.446/0001-95;;
23.778.805/0001-66;;
23.776.292/0001-54;;
23.694.450/0001-27;;
23.686.613/0001-20;;
23.682.360/0001-16;;
23.647.532/0001-10;;
23.616.925/0001-67;;
23.616.417/0001-89;;
23.606.675/0001-84;;
23.598.591/0001-46;;
23.553.960/0001-84;;
23.541.839/0001-32;;
23.470.801/0001-16;;
23.470.129/0001-69;;
23.432.952/0001-80;;
23.404.268/0001-94;;
23.363.818/0001-74;;
23.352.035/0001-95;;
23.343.829/0001-92;;
23.316.705/0001-18;;
23.278.265/0001-51;;
23.270.055/0001-17;;
23.241.826/0001-48;;
23.241.791/0001-47;;
23.220.165/0001-74;;
23.127.461/0001-25;;
23.105.478/0001-81;;
23.047.201/0001-40;;
23.018.909/0001-72;;
23.000.455/0001-02;;
22.991.853/0001-75;;
22.990.027/0001-01;;
22.988.991/0001-03;;
22.966.057/0001-82;;
22.963.529/0001-43;;
22.953.057/0001-48;;
22.950.975/0001-13;;
22.933.178/0001-28;;
22.865.369/0001-08;;
22.855.984/0001-25;;
22.820.529/0001-94;;
22.763.508/0001-84;;
22.752.680/0001-32;;
22.722.692/0001-14;;
22.717.663/0001-64;;
22.670.623/0001-04;;
22.629.933/0001-85;;
22.627.199/0001-15;;
22.620.464/0001-33;;
22.598.846/0001-08;;
22.588.502/0001-18;;
22.575.835/0001-02;;
22.565.910/0001-54;;
22.550.353/0001-06;;
22.530.425/0001-45;;
22.487.769/0001-19;;
22.487.617/0001-16;;
22.477.819/0001-87;;
22.469.034/0001-62;;
22.446.880/0001-67;;
22.417.388/0001-63;;
22.399.375/0001-09;;
22.383.835/0001-00;;
22.377.008/0001-04;;
22.352.403/0001-32;;
22.349.151/0001-92;;
22.339.700/0001-48;;
22.339.633/0001-61;;
22.195.430/0001-49;;
22.166.611/0001-47;;
22.142.826/0001-28;;
22.119.177/0001-44;;
22.076.247/0001-24;;
22.065.894/0001-30;;
22.060.001/0001-64;;
22.012.632/0001-08;;
21.962.661/0001-78;;
21.949.897/0001-74;;
21.940.791/0001-00;;
21.905.349/0001-42;;
21.841.494/0001-07;;
21.752.577/0001-20;;
21.747.348/0001-17;;
21.705.972/0001-51;;
21.705.902/0001-01;;
21.695.400/0001-39;;
21.663.865/0001-08;;
21.628.213/0001-32;;
21.603.708/0001-07;;
21.546.721/0001-71;;
21.542.670/0001-00;;
21.514.759/0001-62;;
21.474.121/0001-45;;
21.391.113/0001-35;;
21.372.048/0001-09;;
21.364.635/0001-48;;
21.346.633/0001-26;;
21.342.824/0001-10;;
21.324.170/0001-00;;
21.320.716/0001-46;;
21.278.554/0001-25;;
21.239.974/0001-00;;
21.216.165/0001-75;;
21.163.395/0001-13;;
21.133.247/0001-56;;
21.119.792/0001-98;;
21.101.391/0001-00;;
21.092.316/0001-20;;
21.092.296/0001-98;;
21.086.658/0001-38;;
21.082.753/0001-63;;
21.069.510/0001-95;;
20.958.479/0001-80;;
20.928.724/0001-07;;
20.903.501/0001-95;;
20.900.075/0001-36;;
20.891.860/0001-70;;
20.866.517/0001-75;;
20.846.506/0001-23;;
20.769.807/0001-09;;
20.768.582/0001-68;;
20.740.436/0001-24;;
20.732.086/0001-54;;
20.723.399/0001-46;;
20.706.381/0001-36;;
20.706.371/0001-09;;
20.703.900/0001-02;;
20.685.478/0001-00;;
20.679.018/0001-79;;
20.622.121/0001-82;;
20.618.387/0001-51;;
20.533.599/0001-36;;
20.524.577/0001-00;;
20.503.480/0001-10;;
20.489.499/0001-50;;
20.482.380/0001-55;;
20.447.232/0001-08;;
20.445.655/0001-80;;
20.421.953/0001-30;;
20.384.184/0001-48;;
20.341.146/0001-08;;
20.282.918/0001-88;;
20.276.075/0001-07;;
20.230.519/0001-73;;
20.213.218/0001-31;;
20.212.404/0001-56;;
20.195.902/0001-38;;
20.162.215/0001-16;;
20.082.737/0001-08;;
20.023.945/0001-36;;
20.003.850/0001-50;;
20.003.136/0001-62;;
19.970.499/0001-98;;
19.966.033/0001-19;;
19.963.333/0001-44;;
19.955.528/0001-42;;
19.954.110/0001-10;;
19.827.107/0001-36;;
19.815.218/0001-22;;
19.794.035/0001-78;;
19.785.932/0001-15;;
19.780.245/0001-07;;
19.753.602/0001-48;;
19.697.954/0001-23;;
19.691.806/0001-00;;
19.668.368/0001-50;;
19.596.904/0001-50;;
19.589.231/0001-00;;
19.570.257/0001-07;;
19.447.709/0001-68;;
19.434.318/0001-09;;
19.424.941/0001-80;;
19.424.932/0001-90;;
19.417.564/0001-52;;
19.388.943/0001-61;;
19.375.929/0001-23;;
19.354.132/0001-40;;
19.338.919/0001-18;;
19.281.805/0001-89;;
19.263.873/0001-15;;
19.234.874/0001-31;;
19.233.668/0001-07;;
19.219.308/0001-50;;
19.199.706/0001-52;;
19.169.644/0001-36;;
19.089.752/0001-07;;
19.089.718/0001-24;;
19.060.534/0001-31;;
19.051.467/0001-99;;
19.041.212/0001-45;;
19.038.185/0001-51;;
19.031.911/0001-04;;
18.998.178/0001-39;;
18.994.917/0001-14;;
18.968.342/0001-65;;
18.904.237/0001-62;;
18.889.409/0001-76;;
18.889.278/0001-27;;
18.886.433/0001-51;;
18.809.636/0001-44;;
18.759.113/0001-30;;
18.753.304/0001-95;;
18.753.019/0001-74;;
18.712.261/0001-08;;
18.694.657/0001-61;;
18.645.503/0001-80;;
18.642.385/0001-56;;
18.604.905/0001-36;;
18.572.787/0001-21;;
18.571.920/0001-25;;
18.555.230/0001-82;;
18.553.918/0001-23;;
18.533.147/0001-02;;
18.475.894/0001-31;;
18.458.013/0001-74;;
18.435.541/0001-08;;
18.416.348/0001-20;;
18.406.431/0001-18;;
18.388.055/0001-86;;
18.301.862/0001-10;;
18.295.276/0001-00;;
18.288.689/0001-67;;
18.284.567/0001-00;;
18.279.451/0001-75;;
18.269.914/0001-18;;
18.243.580/0001-03;;
18.228.358/0001-31;;
18.194.327/0001-07;;
18.156.675/0001-90;;
18.144.738/0001-98;;
18.128.153/0001-84;;
18.091.315/0001-57;;
18.029.042/0001-10;;
18.015.649/0001-41;;
17.999.920/0001-68;;
17.969.600/0001-65;;
17.959.098/0001-01;;
17.920.451/0001-40;;
17.911.525/0001-81;;
17.902.929/0001-09;;
17.879.595/0001-08;;
17.849.723/0001-62;;
17.840.550/0001-11;;
17.825.889/0001-49;;
17.805.575/0001-84;;
17.741.249/0001-50;;
17.717.524/0001-09;;
17.690.559/0001-93;;
17.689.208/0001-62;;
17.689.176/0001-03;;
17.688.266/0001-71;;
17.688.141/0001-41;;
17.688.059/0001-17;;
17.671.094/0001-23;;
17.637.531/0001-92;;
17.621.066/0001-00;;
17.617.405/0001-76;;
17.616.406/0001-04;;
17.575.222/0001-35;;
17.560.253/0001-12;;
17.526.676/0001-16;;
17.475.841/0001-58;;
17.472.822/0001-78;;
17.471.171/0001-00;;
17.462.964/0001-54;;
17.451.701/0001-40;;
17.428.250/0001-20;;
17.428.098/0001-85;;
17.424.773/0001-06;;
17.399.073/0001-09;;
17.364.631/0001-92;;
17.364.510/0001-40;;
17.293.554/0001-27;;
17.288.334/0001-05;;
17.286.756/0001-41;;
17.232.147/0001-00;;
17.215.116/0001-40;;
17.204.021/0001-21;;
17.203.875/0001-93;;
17.178.064/0001-80;;
17.169.060/0001-35;;
17.135.398/0001-76;;
17.129.596/0001-27;;
17.104.564/0001-77;;
17.082.526/0001-60;;
17.080.058/0001-95;;
17.064.902/0001-94;;
17.058.943/0001-78;;
17.049.787/0001-89;;
17.038.957/0001-20;;
17.020.954/0001-69;;
17.020.923/0002-99;;
17.020.923/0001-08;;
17.016.859/0001-91;;
17.016.711/0001-57;;
17.015.995/0001-67;;
17.000.088/0001-44;;
16.989.562/0001-40;;
16.982.294/0001-34;;
16.976.123/0001-00;;
16.926.423/0001-77;;
16.891.791/0001-27;;
16.883.557/0001-58;;
16.882.626/0001-09;;
16.809.666/0001-25;;
16.791.308/0001-32;;
16.755.945/0001-53;;
16.743.300/0001-09;;
16.734.372/0001-81;;
16.700.043/0001-10;;
16.608.742/0001-34;;
15.918.855/0001-73;;
15.814.552/0001-00;;
15.814.461/0001-75;;
15.797.610/0001-35;;
15.791.547/0001-20;;
15.701.541/0001-14;;
15.693.910/0001-74;;
15.669.453/0001-82;;
15.653.741/0001-49;;
15.653.290/0001-40;;
15.607.606/0001-67;;
15.607.434/0001-21;;
15.575.126/0001-61;;
15.567.817/0001-13;;
15.531.115/0001-80;;
15.513.620/0001-00;;
15.459.791/0001-90;;
15.436.356/0001-40;;
15.421.124/0001-18;;
15.404.373/0001-03;;
15.370.262/0001-15;;
15.370.017/0001-08;;
15.356.951/0001-75;;
15.320.425/0001-55;;
15.286.004/0001-55;;
15.281.552/0001-92;;
15.265.613/0001-28;;
15.249.300/0001-86;;
15.246.930/0001-05;;
15.229.960/0001-03;;
15.212.839/0002-41;;
15.212.839/0001-60;;
15.186.743/0001-75;;
15.175.211/0001-32;;
15.155.668/0001-85;;
15.153.867/0001-54;;
15.125.031/0001-46;;
15.074.515/0001-03;;
15.049.999/0001-30;;
15.020.067/0001-65;;
14.995.475/0001-70;;
14.962.810/0001-33;;
14.935.711/0001-62;;
14.921.041/0001-25;;
14.878.703/0001-21;;
14.855.908/0001-91;;
